t_exec,t_pred,p_reversal,direction,signal_side,pos_side,action_close,action_open,price,cum_pnl
2026-01-07 14:06:00,2026-01-07 14:05:00,0.000617810117546469,1,0,0,flat,no_signal,38.16,0.0176645635961602
2026-01-07 14:07:00,2026-01-07 14:06:00,0.0006146350642666221,0,0,0,flat,no_signal,38.16,0.0176645635961602
2026-01-07 14:08:00,2026-01-07 14:07:00,0.0006962624611333013,1,0,0,flat,no_signal,38.16,0.0176645635961602
2026-01-07 14:09:00,2026-01-07 14:08:00,0.000543070666026324,1,0,0,flat,no_signal,38.16,0.0176645635961602
2026-01-07 14:10:00,2026-01-07 14:09:00,0.000543070666026324,0,0,0,flat,no_signal,38.16,0.0176645635961602
2026-01-07 14:11:00,2026-01-07 14:10:00,0.0005572144873440266,-1,0,0,flat,no_signal,38.16,0.0176645635961602
2026-01-07 14:12:00,2026-01-07 14:11:00,0.000750509207136929,-1,0,0,flat,no_signal,38.18,0.0176645635961602
2026-01-07 14:13:00,2026-01-07 14:12:00,0.0009539428865537047,0,0,0,flat,no_signal,38.2,0.0176645635961602
2026-01-07 14:14:00,2026-01-07 14:13:00,0.002295278711244464,1,0,0,flat,no_signal,38.2,0.0176645635961602
2026-01-07 14:15:00,2026-01-07 14:14:00,0.0030637807212769985,1,0,0,flat,no_signal,38.18,0.0176645635961602
2026-01-07 14:16:00,2026-01-07 14:15:00,0.0016185697168111801,1,0,0,flat,no_signal,38.16,0.0176645635961602
2026-01-07 14:17:00,2026-01-07 14:16:00,0.0007300993311218917,1,0,0,flat,no_signal,38.14,0.0176645635961602
2026-01-07 14:18:00,2026-01-07 14:17:00,0.000607502122875303,0,0,0,flat,no_signal,38.16,0.0176645635961602
2026-01-07 14:19:00,2026-01-07 14:18:00,0.0006362021085806191,1,0,0,flat,no_signal,38.16,0.0176645635961602
2026-01-07 14:20:00,2026-01-07 14:19:00,0.0006212998414412141,0,0,0,flat,no_signal,38.14,0.0176645635961602
2026-01-07 14:21:00,2026-01-07 14:20:00,0.00044523156248033047,-1,0,0,flat,no_signal,38.14,0.0176645635961602
2026-01-07 14:22:00,2026-01-07 14:21:00,0.0013499581255018711,-1,0,0,flat,no_signal,38.12,0.0176645635961602
2026-01-07 14:23:00,2026-01-07 14:22:00,0.003939042333513498,-1,0,0,flat,no_signal,38.08,0.0176645635961602
2026-01-07 14:24:00,2026-01-07 14:23:00,0.013508209958672523,-1,0,0,flat,no_signal,38.08,0.0176645635961602
2026-01-07 14:25:00,2026-01-07 14:24:00,0.005000130273401737,-1,0,0,flat,no_signal,38.12,0.0176645635961602
2026-01-07 14:26:00,2026-01-07 14:25:00,0.005633755587041378,-1,0,0,flat,no_signal,38.1,0.0176645635961602
2026-01-07 14:27:00,2026-01-07 14:26:00,0.002361501334235072,-1,0,0,flat,no_signal,38.12,0.0176645635961602
2026-01-07 14:28:00,2026-01-07 14:27:00,0.002787174889817834,-1,0,0,flat,no_signal,38.12,0.0176645635961602
2026-01-07 14:29:00,2026-01-07 14:28:00,0.002967998618260026,-1,0,0,flat,no_signal,38.12,0.0176645635961602
2026-01-07 14:30:00,2026-01-07 14:29:00,0.0006768693565391004,-1,0,0,flat,no_signal,38.1,0.0176645635961602
2026-01-07 14:31:00,2026-01-07 14:30:00,0.0007944225799292326,-1,0,0,flat,no_signal,38.08,0.0176645635961602
2026-01-07 14:32:00,2026-01-07 14:31:00,0.0028493159916251898,-1,0,0,flat,no_signal,38.06,0.0176645635961602
2026-01-07 14:33:00,2026-01-07 14:32:00,0.007053718436509371,-1,0,0,flat,no_signal,38.08,0.0176645635961602
2026-01-07 14:34:00,2026-01-07 14:33:00,0.002620270475745201,-1,0,0,flat,no_signal,38.08,0.0176645635961602
2026-01-07 14:35:00,2026-01-07 14:34:00,0.0024679135531187057,-1,0,0,flat,no_signal,38.06,0.0176645635961602
2026-01-07 14:36:00,2026-01-07 14:35:00,0.004160167183727026,-1,0,0,flat,no_signal,38.06,0.0176645635961602
2026-01-07 14:37:00,2026-01-07 14:36:00,0.005048078950494528,-1,0,0,flat,no_signal,38.04,0.0176645635961602
2026-01-07 14:38:00,2026-01-07 14:37:00,0.008691966533660889,-1,0,0,flat,no_signal,38.06,0.0176645635961602
2026-01-07 14:39:00,2026-01-07 14:38:00,0.004382164217531681,-1,0,0,flat,no_signal,38.08,0.0176645635961602
2026-01-07 14:40:00,2026-01-07 14:39:00,0.0009084516786970198,0,0,0,flat,no_signal,38.1,0.0176645635961602
2026-01-07 14:41:00,2026-01-07 14:40:00,0.0011184365721419454,-1,0,0,flat,no_signal,38.1,0.0176645635961602
2026-01-07 14:42:00,2026-01-07 14:41:00,0.0011722835479304194,0,0,0,flat,no_signal,38.08,0.0176645635961602
2026-01-07 14:43:00,2026-01-07 14:42:00,0.0012255213223397732,-1,0,0,flat,no_signal,38.1,0.0176645635961602
2026-01-07 14:44:00,2026-01-07 14:43:00,0.0014504512073472142,-1,0,0,flat,no_signal,38.1,0.0176645635961602
2026-01-07 14:45:00,2026-01-07 14:44:00,0.0016323660966008902,-1,0,0,flat,no_signal,38.1,0.0176645635961602
2026-01-07 14:46:00,2026-01-07 14:45:00,0.0015052080852910876,0,0,0,flat,no_signal,38.1,0.0176645635961602
2026-01-07 14:47:00,2026-01-07 14:46:00,0.0014290973776951432,1,0,0,flat,no_signal,38.1,0.0176645635961602
2026-01-07 14:48:00,2026-01-07 14:47:00,0.002445005113258958,1,0,0,flat,no_signal,38.1,0.0176645635961602
2026-01-07 14:49:00,2026-01-07 14:48:00,0.0010931262513622642,1,0,0,flat,no_signal,38.08,0.0176645635961602
2026-01-07 14:50:00,2026-01-07 14:49:00,0.000919913814868778,0,0,0,flat,no_signal,38.1,0.0176645635961602
2026-01-07 14:51:00,2026-01-07 14:50:00,0.0009070279775187373,1,0,0,flat,no_signal,38.1,0.0176645635961602
2026-01-07 14:52:00,2026-01-07 14:51:00,0.0013092408189550042,1,0,0,flat,no_signal,38.1,0.0176645635961602
2026-01-07 14:53:00,2026-01-07 14:52:00,0.0009592509013600647,1,0,0,flat,no_signal,38.08,0.0176645635961602
2026-01-07 14:54:00,2026-01-07 14:53:00,0.0008164206519722939,1,0,0,flat,no_signal,38.08,0.0176645635961602
2026-01-07 14:55:00,2026-01-07 14:54:00,0.0005581598379649222,0,0,0,flat,no_signal,38.06,0.0176645635961602
2026-01-07 14:56:00,2026-01-07 14:55:00,0.0003886004851665348,-1,0,0,flat,no_signal,38.1,0.0176645635961602
2026-01-07 14:57:00,2026-01-07 14:56:00,0.0008751924615353346,0,0,0,flat,no_signal,38.12,0.0176645635961602
2026-01-07 14:58:00,2026-01-07 14:57:00,0.0012288743164390326,1,0,0,flat,no_signal,38.12,0.0176645635961602
2026-01-07 14:59:00,2026-01-07 14:58:00,0.001342788222245872,1,0,0,flat,no_signal,38.12,0.0176645635961602
2026-01-07 15:00:00,2026-01-07 14:59:00,0.0014786580577492714,1,0,0,flat,no_signal,38.12,0.0176645635961602
2026-01-07 15:01:00,2026-01-07 15:00:00,0.0016934146406129003,1,0,0,flat,no_signal,38.12,0.0176645635961602
2026-01-07 15:02:00,2026-01-07 15:01:00,0.002464426215738058,1,0,0,flat,no_signal,38.12,0.0176645635961602
2026-01-07 15:03:00,2026-01-07 15:02:00,0.0015721074305474758,1,0,0,flat,no_signal,38.12,0.0176645635961602
2026-01-07 15:04:00,2026-01-07 15:03:00,0.0013877921737730503,1,0,0,flat,no_signal,38.08,0.0176645635961602
2026-01-07 15:05:00,2026-01-07 15:04:00,0.0012393201468512416,0,0,0,flat,no_signal,38.14,0.0176645635961602
2026-01-07 15:06:00,2026-01-07 15:05:00,0.0034745384473353624,1,0,0,flat,no_signal,38.14,0.0176645635961602
2026-01-07 15:07:00,2026-01-07 15:06:00,0.0021250490099191666,1,0,0,flat,no_signal,38.14,0.0176645635961602
2026-01-07 15:08:00,2026-01-07 15:07:00,0.002213603351265192,1,0,0,flat,no_signal,38.12,0.0176645635961602
2026-01-07 15:09:00,2026-01-07 15:08:00,0.001636757981032133,1,0,0,flat,no_signal,38.12,0.0176645635961602
2026-01-07 15:10:00,2026-01-07 15:09:00,0.002555183134973049,1,0,0,flat,no_signal,38.14,0.0176645635961602
2026-01-07 15:11:00,2026-01-07 15:10:00,0.0014893307816237211,1,0,0,flat,no_signal,38.12,0.0176645635961602
2026-01-07 15:12:00,2026-01-07 15:11:00,0.0008868500008247793,1,0,0,flat,no_signal,38.16,0.0176645635961602
2026-01-07 15:13:00,2026-01-07 15:12:00,0.004205765202641487,1,0,0,flat,no_signal,38.2,0.0176645635961602
2026-01-07 15:14:00,2026-01-07 15:13:00,0.020807472988963127,1,0,0,flat,no_signal,38.16,0.0176645635961602
2026-01-07 15:15:00,2026-01-07 15:14:00,0.006807009223848581,1,0,0,flat,no_signal,38.14,0.0176645635961602
2026-01-07 15:16:00,2026-01-07 15:15:00,0.002422652207314968,1,0,0,flat,no_signal,38.12,0.0176645635961602
2026-01-07 15:17:00,2026-01-07 15:16:00,0.0020203248132020235,0,0,0,flat,no_signal,38.14,0.0176645635961602
2026-01-07 15:18:00,2026-01-07 15:17:00,0.0017570030177012086,1,0,0,flat,no_signal,38.14,0.0176645635961602
2026-01-07 15:19:00,2026-01-07 15:18:00,0.0014578660484403372,1,0,0,flat,no_signal,38.18,0.0176645635961602
2026-01-07 15:20:00,2026-01-07 15:19:00,0.013546950183808804,1,0,0,flat,no_signal,38.16,0.0176645635961602
2026-01-07 15:21:00,2026-01-07 15:20:00,0.003433440811932087,1,0,0,flat,no_signal,38.2,0.0176645635961602
2026-01-07 15:22:00,2026-01-07 15:21:00,0.010973271913826466,1,0,0,flat,no_signal,38.16,0.0176645635961602
2026-01-07 15:23:00,2026-01-07 15:22:00,0.004580416716635227,1,0,0,flat,no_signal,38.16,0.0176645635961602
2026-01-07 15:24:00,2026-01-07 15:23:00,0.004566022660583258,1,0,0,flat,no_signal,38.16,0.0176645635961602
2026-01-07 15:25:00,2026-01-07 15:24:00,0.003100041765719652,1,0,0,flat,no_signal,38.16,0.0176645635961602
2026-01-07 15:26:00,2026-01-07 15:25:00,0.0015177953755483031,1,0,0,flat,no_signal,38.12,0.0176645635961602
2026-01-07 15:27:00,2026-01-07 15:26:00,0.012117264792323112,0,0,0,flat,no_signal,38.12,0.0176645635961602
2026-01-07 15:28:00,2026-01-07 15:27:00,0.008342177607119083,-1,0,0,flat,no_signal,38.1,0.0176645635961602
2026-01-07 15:29:00,2026-01-07 15:28:00,0.015875862911343575,-1,0,0,flat,no_signal,38.1,0.0176645635961602
2026-01-07 15:30:00,2026-01-07 15:29:00,0.010502438060939312,-1,0,0,flat,no_signal,38.12,0.0176645635961602
2026-01-07 15:31:00,2026-01-07 15:30:00,0.006012189667671919,-1,0,0,flat,no_signal,38.16,0.0176645635961602
2026-01-07 15:32:00,2026-01-07 15:31:00,0.01525477971881628,1,0,0,flat,no_signal,38.16,0.0176645635961602
2026-01-07 15:33:00,2026-01-07 15:32:00,0.0006751517648808658,1,0,0,flat,no_signal,38.16,0.0176645635961602
2026-01-07 15:34:00,2026-01-07 15:33:00,0.0010265875607728958,1,0,0,flat,no_signal,38.16,0.0176645635961602
2026-01-07 15:35:00,2026-01-07 15:34:00,0.0014931869227439165,-1,0,0,flat,no_signal,38.18,0.0176645635961602
2026-01-07 15:36:00,2026-01-07 15:35:00,0.0021609128452837467,1,0,0,flat,no_signal,38.2,0.0176645635961602
2026-01-07 15:37:00,2026-01-07 15:36:00,0.005309852305799723,0,0,0,flat,no_signal,38.18,0.0176645635961602
2026-01-07 15:38:00,2026-01-07 15:37:00,0.003976084291934967,1,0,0,flat,no_signal,38.18,0.0176645635961602
2026-01-07 15:39:00,2026-01-07 15:38:00,0.002434117952361703,1,0,0,flat,no_signal,38.18,0.0176645635961602
2026-01-07 15:40:00,2026-01-07 15:39:00,0.002030127914622426,1,0,0,flat,no_signal,38.14,0.0176645635961602
2026-01-07 15:41:00,2026-01-07 15:40:00,0.0033554332330822945,-1,0,0,flat,no_signal,38.14,0.0176645635961602
2026-01-07 15:42:00,2026-01-07 15:41:00,0.0008722353959456086,1,0,0,flat,no_signal,38.14,0.0176645635961602
2026-01-07 15:43:00,2026-01-07 15:42:00,0.0009990393882617354,1,0,0,flat,no_signal,38.1,0.0176645635961602
2026-01-07 15:44:00,2026-01-07 15:43:00,0.007337607908993959,0,0,0,flat,no_signal,38.1,0.0176645635961602
2026-01-07 15:45:00,2026-01-07 15:44:00,0.005659629125148058,0,0,0,flat,no_signal,38.08,0.0176645635961602
2026-01-07 15:46:00,2026-01-07 15:45:00,0.011730766855180264,-1,0,0,flat,no_signal,38.08,0.0176645635961602
2026-01-07 15:47:00,2026-01-07 15:46:00,0.013390455394983292,-1,0,0,flat,no_signal,38.06,0.0176645635961602
2026-01-07 15:48:00,2026-01-07 15:47:00,0.024147579446434975,-1,0,0,flat,no_signal,38.08,0.0176645635961602
2026-01-07 15:49:00,2026-01-07 15:48:00,0.004139275755733252,-1,0,0,flat,no_signal,38.06,0.0176645635961602
2026-01-07 15:50:00,2026-01-07 15:49:00,0.012883557006716728,-1,0,0,flat,no_signal,38.06,0.0176645635961602
2026-01-07 15:51:00,2026-01-07 15:50:00,0.010700039565563202,-1,0,0,flat,no_signal,38.04,0.0176645635961602
2026-01-07 15:52:00,2026-01-07 15:51:00,0.08084280043840408,-1,0,0,flat,no_signal,38.08,0.0176645635961602
2026-01-07 15:53:00,2026-01-07 15:52:00,0.004198687616735697,-1,0,0,flat,no_signal,38.1,0.0176645635961602
2026-01-07 15:54:00,2026-01-07 15:53:00,0.004081489983946085,-1,0,0,flat,no_signal,38.1,0.0176645635961602
2026-01-07 15:55:00,2026-01-07 15:54:00,0.0008318649488501251,-1,0,0,flat,no_signal,38.08,0.0176645635961602
2026-01-07 15:56:00,2026-01-07 15:55:00,0.0008001160458661616,-1,0,0,flat,no_signal,38.12,0.0176645635961602
2026-01-07 15:57:00,2026-01-07 15:56:00,0.0012773192720487714,-1,0,0,flat,no_signal,38.14,0.0176645635961602
2026-01-07 15:58:00,2026-01-07 15:57:00,0.006519184447824955,0,0,0,flat,no_signal,38.12,0.0176645635961602
2026-01-07 15:59:00,2026-01-07 15:58:00,0.004230739548802376,1,0,0,flat,no_signal,38.14,0.0176645635961602
2026-01-07 16:00:00,2026-01-07 15:59:00,0.005132847465574741,1,0,0,flat,no_signal,38.16,0.0176645635961602
